rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy
null,,rt_thecrossant_black6,4717118,,,,black_plus_sign,,,null,,,1,,,,,,,1,,
null,,color_black6,4717230,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4720742,,,,black_plus_sign,,,null,object_06b.png,object_14c.png,,,,,,,,,,
null,,black_cross(without_color)6,4721300,,,,blue,,,null,object_06b.png,object_14c.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4721818,,,,blue,,,null,object_06b.png,object_14c.png,,,,,,,,,,
1216.7000000029802,,rt_thecrossant_black6,4723279,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4723388,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4726897,,,,black_plus_sign,,,null,object_11a.png,object_08c.png,,,,,,,,,,
null,,black_cross(without_color)6,4727751,,,,green,,,null,object_11a.png,object_08c.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4728264,,,,green,,,null,object_11a.png,object_08c.png,,,,,,,,,,
1069.1999999955297,,rt_thecrossant_black6,4729445,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black6,4729553,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4733060,,,,black_plus_sign,,,null,object_07c.png,object_09b.png,,,,,,,,,,
null,,black_cross(without_color)6,4734154,,,,blue,,,null,object_07c.png,object_09b.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4734667,,,,blue,,,null,object_07c.png,object_09b.png,,,,,,,,,,
1025.1999999955297,,rt_thecrossant_black6,4735589,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4735700,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4739204,,,,black_plus_sign,,,null,object_12b.png,object_05c.png,,,,,,,,,,
null,,black_cross(without_color)6,4739992,,,,green,,,null,object_12b.png,object_05c.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4740503,,,,green,,,null,object_12b.png,object_05c.png,,,,,,,,,,
1523.7999999970198,,rt_thecrossant_black6,4741744,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black6,4741852,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,thebreak,4741960,,,,<p></p>,,,null,,,,,,,,,,,,
7764.10000000149,,intro_0,4749726,,,,instruct,,,32,,,,,,,,,,,,
5752.5,,directmemory_phase6,4755481,,,,object_13b.png,,,50,,,1,,object_12a.png,object_15c.png,object_01b.png,object_15c.png,,0.9078947368421053,,1
4405.80000000447,,directmemory_phase6,4759890,,,,object_14b.png,,,51,,,1,,object_01c.png,object_09b.png,object_09c.png,object_09c.png,,0.9090909090909091,,1
2310.2000000029802,,directmemory_phase6,4762203,,,,object_13c.png,,,50,,,1,,object_02b.png,object_12a.png,object_04b.png,object_12a.png,,0.9102564102564102,,1
3451.7999999970198,,directmemory_phase6,4765658,,,,object_01c.png,,,50,,,1,,object_15c.png,object_03a.png,object_04b.png,object_03a.png,,0.9113924050632911,,1
2644.4000000059605,,directmemory_phase6,4768307,,,,object_10a.png,,,49,,,1,,object_13a.png,object_13b.png,object_15c.png,object_13a.png,,0.9125,,1
7569.89999999851,,directmemory_phase6,4775880,,,,object_11a.png,,,50,,,1,,object_14b.png,object_08c.png,object_01c.png,object_08c.png,,0.9135802469135802,,1
